x AB AC AD BC BD CD
0.3 0.101473566561 0.0411573061037 0.0292099285452 0.0898385007947 0.101574703343 0.0141343357212 
0.4 0.120485110087 0.0438877167921 0.0310123732951 0.0879107285319 0.0999778378634 0.014214332323 
0.5 0.143052232708 0.0471287746645 0.0331519150758 0.0856224202218 0.0980823232231 0.0143092900586 
0.6 0.168013652633 0.050713698091 0.0355184551852 0.0830913299447 0.0959857007292 0.0144143224968 
0.7 0.194182913334 0.0544720898821 0.0379995081568 0.0804377645019 0.0937876262288 0.0145244372765 
0.8 0.22043957059 0.0582430334416 0.0404888470134 0.0777753370402 0.0915822108965 0.0146349198027 
0.9 0.245804037705 0.0618858419291 0.0428935991853 0.075203377741 0.0894517346472 0.0147416481792 
1.0 0.26948981455 0.065287559321 0.0451391982375 0.0728016377897 0.087462259182 0.014841312978 
1.1 0.290930521395 0.0683668429708 0.0471719468902 0.0706275481428 0.0856613572945 0.0149315309913 
1.2 0.309782718286 0.0710743685233 0.0489592843183 0.0687159336436 0.0840778760591 0.0150108570958 
1.3 0.325908360318 0.0733903101669 0.0504881227727 0.0670807920579 0.0827234104913 0.0150787104273 
1.4 0.339342572003 0.0753197124338 0.0517617923349 0.0657185617569 0.0815950103245 0.0151352387823 
1.5 0.350253115176 0.0768866690387 0.0527961981545 0.0646122316753 0.0806785844839 0.0151811480678 
1.6 0.358897588638 0.0781281759528 0.0536157626358 0.0637356812709 0.0799524960818 0.0152175222054 
1.7 0.365583302511 0.0790883686164 0.0542496212098 0.0630577492691 0.0793909327518 0.0152456542921 
1.8 0.370633256181 0.0798136357394 0.0547283967741 0.0625456835023 0.0789667643155 0.0152669034417 
1.9 0.3743600475 0.0803488721781 0.0550817260783 0.0621677865196 0.0786537342662 0.0152825850007 
2.0 0.37704811672 0.0807349288347 0.055336576309 0.0618952160534 0.0784279511814 0.0152938958342 
2.1 0.378943646732 0.0810071621438 0.055516287552 0.0617030091358 0.0782687370473 0.0153018718283 
2.2 0.380250764436 0.0811948885188 0.0556402126526 0.0615704672803 0.0781589463226 0.0153073719064 
2.3 0.38113239501 0.0813215070408 0.0557237982066 0.061481069859 0.0780848941855 0.0153110816236 
2.4 0.381714134191 0.0814050555899 0.0557789516838 0.0614220814525 0.078036031282 0.0153135294605 
2.5 0.382089721832 0.0814589969498 0.055814560364 0.0613839968311 0.0780044839782 0.0153151098548 
2.6 0.382327022282 0.081493077701 0.0558370583242 0.0613599345436 0.0779845520407 0.0153161083655 
2.7 0.382473761374 0.0815141521594 0.0558509703512 0.0613450551862 0.0779722267611 0.015316725813 
2.8 0.382562579704 0.081526908121 0.0558593910317 0.0613360489994 0.077964766508 0.0153170995419 
2.9 0.382615207248 0.0815344664135 0.0558643805392 0.0613307125616 0.0779603460828 0.0153173209876 
3.0 0.382645736554 0.0815388509888 0.055867274959 0.0613276168871 0.0779577817883 0.0153174494486 
3.1 0.382663076582 0.0815413413388 0.0558689189308 0.0613258586068 0.077956325321 0.0153175224118 
3.2 0.382672720285 0.0815427263537 0.0558698332302 0.0613248807344 0.0779555153028 0.0153175629905 
3.3 0.382677972328 0.0815434806446 0.0558703311654 0.0613243481767 0.0779550741599 0.01531758509 
3.4 0.382680773435 0.0815438829355 0.0558705967325 0.0613240641442 0.0779548388823 0.0153175968764 
3.5 0.382682236529 0.081544093063 0.0558707354454 0.0613239157864 0.0779547159905 0.0153176030328 
3.6 0.382682985005 0.081544200558 0.0558708064068 0.0613238398908 0.0779546531226 0.0153176061823 
3.7 0.382683360036 0.0815442544194 0.0558708419627 0.0613238018627 0.077954621622 0.0153176077603 
3.8 0.382683544095 0.0815442808538 0.055870859413 0.061323783199 0.077954606162 0.0153176085348 
3.9 0.38268363258 0.0815442935619 0.0558708678021 0.0613237742266 0.0779545987298 0.0153176089071 
4.0 0.382683674249 0.0815442995463 0.0558708717526 0.0613237700014 0.0779545952298 0.0153176090825 
